Crime_ID,Crime_Type,Latitude,Longitude,Date,Time,Risk_Level,District_Code
MHCRIME000111,Theft,15.827566,79.545361,2025-08-16,19:34,Low,D09
MHCRIME000112,Vehicle Theft,20.28089,73.123428,2025-10-13,09:38,Low,D05
MHCRIME000113,Robbery,18.91875,76.448649,2024-04-06,02:51,Very High,D01
MHCRIME000114,Burglary,20.718792,73.808499,2024-12-17,14:23,Very High,D24
MHCRIME000115,Cyber Crime,17.776071,76.798571,2025-11-24,22:39,Low,D09
MHCRIME000116,Theft,19.766044,77.830602,2024-11-16,05:29,Medium,D02
MHCRIME000117,Burglary,17.658524,80.171474,2023-05-25,15:41,High,D05
MHCRIME000118,Burglary,18.476324,73.6232,2024-05-17,03:14,Very High,D18
MHCRIME000119,Kidnapping,17.278745,80.375006,2023-04-27,17:34,Low,D31
MHCRIME000120,Cyber Crime,18.824344,79.303739,2025-05-20,02:44,Very High,D07
MHCRIME000121,Murder,19.07528,73.167055,2022-06-13,06:38,Very High,D11
MHCRIME000122,Fraud,18.975108,77.916805,2023-03-31,17:41,Medium,D28
MHCRIME000123,Assault,17.472972,73.290198,2022-03-04,20:20,Very High,D10
MHCRIME000124,Fraud,20.726117,79.070676,2023-12-12,04:08,High,D29
MHCRIME000125,Kidnapping,19.808367,72.878282,2025-03-03,22:16,Very High,D07
MHCRIME000126,Vehicle Theft,16.45059,77.696621,2022-08-22,20:54,High,D14
MHCRIME000127,Robbery,21.283705,77.44465,2023-07-17,00:03,Very High,D35
MHCRIME000128,Kidnapping,17.795074,74.235734,2023-09-16,13:03,Very High,D32
MHCRIME000129,Harassment,19.395131,77.935014,2022-05-12,11:47,Medium,D28
MHCRIME000130,Vehicle Theft,16.938964,74.734468,2022-02-18,12:05,Medium,D11
MHCRIME000131,Murder,20.746607,76.817082,2025-04-09,09:55,Low,D15
MHCRIME000132,Murder,15.94571,76.189394,2022-07-11,07:30,Medium,D30
MHCRIME000133,Vehicle Theft,16.083417,75.150295,2024-11-16,03:23,Medium,D30
MHCRIME000134,Fraud,20.557979,80.418166,2022-04-29,03:10,Medium,D03
MHCRIME000135,Cyber Crime,20.320714,76.883872,2023-04-30,08:54,Very High,D16
MHCRIME000136,Burglary,18.404207,78.55382,2024-10-01,16:28,Medium,D11
MHCRIME000137,Theft,17.000866,72.687787,2025-11-26,10:38,Very High,D01
MHCRIME000138,Cyber Crime,19.302353,76.862349,2022-05-30,02:53,Low,D23
MHCRIME000139,Cyber Crime,19.612902,78.686174,2023-07-31,05:02,Very High,D25
MHCRIME000140,Harassment,18.276768,79.517499,2024-11-11,02:43,Low,D35
MHCRIME000141,Murder,16.806393,75.063029,2022-12-20,17:27,Medium,D33
MHCRIME000142,Vehicle Theft,18.952289,80.625689,2023-09-01,08:12,High,D09
MHCRIME000143,Cyber Crime,19.285242,78.161803,2023-01-20,12:47,Very High,D11
MHCRIME000144,Vehicle Theft,19.266592,75.546053,2022-05-28,05:24,Very High,D06
MHCRIME000145,Burglary,17.528616,80.137468,2023-04-30,21:42,High,D08
MHCRIME000146,Harassment,15.78641,80.762836,2024-10-14,00:48,Medium,D03
MHCRIME000147,Robbery,17.70555,73.523664,2022-12-03,17:17,High,D35
MHCRIME000148,Robbery,20.485972,79.852981,2024-03-20,23:52,Medium,D14
MHCRIME000149,Cyber Crime,15.839284,79.829522,2023-09-28,23:13,Low,D06
MHCRIME000150,Robbery,16.268403,75.567634,2022-11-15,10:43,High,D07
MHCRIME000151,Robbery,17.788293,73.773083,2024-12-20,14:32,Medium,D22
MHCRIME000152,Harassment,17.709827,77.84628,2022-02-07,15:51,Medium,D35
MHCRIME000153,Vehicle Theft,21.41168,77.231757,2023-04-02,08:38,Very High,D18
MHCRIME000154,Theft,21.647009,73.751537,2025-05-16,05:44,Low,D01
MHCRIME000155,Fraud,21.567594,79.428636,2022-03-20,18:14,Medium,D01
MHCRIME000156,Fraud,19.308487,76.886983,2023-05-10,12:55,Very High,D09
MHCRIME000157,Kidnapping,20.913932,73.242378,2024-02-10,00:18,Very High,D03
MHCRIME000158,Kidnapping,15.925825,74.632126,2025-06-29,00:54,Medium,D16
MHCRIME000159,Kidnapping,20.959456,79.465059,2025-11-29,20:51,Very High,D25
MHCRIME000160,Robbery,19.606196,79.04852,2023-06-26,01:22,High,D18
MHCRIME000161,Assault,15.894976,73.205719,2022-11-17,05:35,Low,D09
MHCRIME000162,Burglary,18.307616,80.739929,2023-09-26,11:16,Very High,D28
MHCRIME000163,Fraud,16.109711,78.547818,2022-10-27,06:02,Low,D28
MHCRIME000164,Murder,17.975265,79.939294,2025-10-01,05:05,Very High,D17
MHCRIME000165,Fraud,18.089483,75.985634,2025-03-10,04:40,High,D29
MHCRIME000166,Robbery,22.092508,79.84445,2024-07-04,19:26,High,D05
MHCRIME000167,Theft,19.526976,74.951048,2023-05-20,14:35,Very High,D09
MHCRIME000168,Cyber Crime,18.846805,79.927986,2025-02-08,04:45,Very High,D28
MHCRIME000169,Murder,19.67075,78.005368,2023-07-03,03:15,High,D11
MHCRIME000170,Kidnapping,20.021236,74.959425,2024-11-21,07:23,Medium,D20
MHCRIME000171,Kidnapping,22.068534,80.364414,2023-01-11,21:20,Medium,D35
MHCRIME000172,Kidnapping,18.601386,72.756475,2024-02-19,19:58,High,D03
MHCRIME000173,Fraud,18.679706,73.070543,2023-01-12,01:00,High,D06
MHCRIME000174,Assault,16.12734,79.537019,2024-10-27,19:29,Very High,D36
MHCRIME000175,Murder,16.028495,80.386741,2024-06-19,17:01,High,D26
MHCRIME000176,Assault,20.428047,77.136258,2025-02-10,14:37,Very High,D26
MHCRIME000177,Theft,20.091145,75.53875,2024-12-06,20:49,Very High,D14
MHCRIME000178,Cyber Crime,20.829165,76.839437,2024-01-05,06:15,Low,D01
MHCRIME000179,Assault,18.381192,75.526637,2024-05-24,06:25,High,D26
MHCRIME000180,Burglary,21.562172,77.654575,2024-05-08,08:32,Medium,D32
MHCRIME000181,Assault,18.220554,76.852318,2025-12-04,03:26,Low,D16
MHCRIME000182,Assault,18.218955,73.777833,2024-06-24,20:25,Low,D15
MHCRIME000183,Cyber Crime,21.003629,72.786958,2024-04-23,11:30,Low,D03
MHCRIME000184,Harassment,15.950446,73.010432,2022-10-14,18:45,Medium,D07
MHCRIME000185,Assault,16.729274,78.38349,2022-11-28,09:32,Very High,D27
MHCRIME000186,Harassment,17.890552,79.680926,2025-10-24,09:34,Low,D06
MHCRIME000187,Harassment,21.642002,75.535751,2024-10-12,23:29,Medium,D27
MHCRIME000188,Cyber Crime,17.358968,79.862576,2024-04-25,19:02,High,D15
MHCRIME000189,Vehicle Theft,16.429886,75.158376,2023-03-24,04:31,High,D12
MHCRIME000190,Harassment,21.09275,80.290089,2023-04-09,19:43,Very High,D15
MHCRIME000191,Robbery,20.031892,75.57753,2022-05-01,18:53,Very High,D08
MHCRIME000192,Burglary,21.024253,73.85053,2022-05-08,20:31,Low,D27
MHCRIME000193,Robbery,16.659247,79.306183,2025-11-15,23:20,Very High,D04
MHCRIME000194,Kidnapping,19.153884,80.713541,2025-03-22,11:41,High,D13
MHCRIME000195,Fraud,20.537791,79.79731,2024-07-13,19:01,Low,D31
MHCRIME000196,Assault,21.041221,77.352258,2025-01-17,17:58,Very High,D23
MHCRIME000197,Murder,21.462471,74.993032,2023-05-17,07:39,Very High,D05
MHCRIME000198,Vehicle Theft,18.247849,72.733741,2022-01-10,16:03,Low,D32
MHCRIME000199,Cyber Crime,16.193935,78.914555,2022-03-21,00:21,Low,D24
MHCRIME000200,Kidnapping,18.584601,75.922245,2023-12-23,11:32,Very High,D06
MHCRIME000201,Vehicle Theft,15.943454,80.412207,2023-03-29,17:22,Low,D05
MHCRIME000202,Vehicle Theft,16.3178,77.128561,2022-10-20,17:43,Medium,D11
MHCRIME000203,Assault,22.026436,74.287294,2024-12-28,00:51,High,D24
MHCRIME000204,Robbery,20.786957,75.553744,2023-02-15,17:25,Very High,D20
MHCRIME000205,Cyber Crime,21.552425,74.529477,2023-09-13,05:56,Low,D11
MHCRIME000206,Murder,20.195473,76.740871,2022-12-26,06:13,Low,D27
MHCRIME000207,Robbery,20.710763,78.006957,2025-04-01,17:30,Low,D28
MHCRIME000208,Theft,16.713881,79.181194,2022-10-01,04:38,High,D36
MHCRIME000209,Robbery,20.865146,77.549271,2024-05-03,03:25,Low,D09
MHCRIME000210,Murder,17.391783,78.517542,2024-01-23,16:00,High,D26
MHCRIME000211,Harassment,21.001764,74.855931,2022-03-15,11:38,Low,D32
MHCRIME000212,Cyber Crime,17.052154,72.61302,2023-08-21,15:31,Very High,D12
MHCRIME000213,Vehicle Theft,19.967548,76.549164,2023-01-25,20:32,Medium,D18
MHCRIME000214,Kidnapping,19.635183,79.104834,2024-09-03,00:52,Very High,D25
MHCRIME000215,Burglary,16.358927,77.434931,2025-06-10,12:49,Low,D19
MHCRIME000216,Assault,18.781135,79.912796,2024-06-02,07:34,Low,D24
MHCRIME000217,Robbery,15.764614,73.392585,2025-10-03,06:09,Very High,D19
MHCRIME000218,Kidnapping,16.496086,74.796363,2025-01-25,21:51,Low,D21
MHCRIME000219,Kidnapping,20.672211,76.072813,2024-09-01,07:13,Low,D34
MHCRIME000220,Theft,21.471998,80.69869,2023-04-18,05:05,Medium,D13
MHCRIME000221,Vehicle Theft,20.38776,80.501503,2022-03-10,07:04,Medium,D33
MHCRIME000222,Murder,21.03525,80.821094,2025-10-15,00:38,Low,D11
MHCRIME000223,Vehicle Theft,18.922751,76.760809,2025-07-26,13:52,Very High,D15
MHCRIME000224,Vehicle Theft,15.884949,76.456513,2025-10-30,17:04,Low,D26
MHCRIME000225,Murder,20.868219,73.526525,2025-06-18,10:18,Very High,D02
MHCRIME000226,Kidnapping,18.484825,78.15916,2023-06-09,02:45,Medium,D29
MHCRIME000227,Kidnapping,21.107242,75.145375,2024-08-09,16:17,High,D11
MHCRIME000228,Theft,21.6939,79.724298,2025-12-26,14:14,Very High,D02
MHCRIME000229,Fraud,20.107546,79.153715,2022-10-12,16:20,Low,D05
MHCRIME000230,Burglary,18.718436,79.602198,2024-04-20,03:08,Medium,D34
MHCRIME000231,Cyber Crime,17.630881,75.956806,2024-03-23,19:55,Low,D03
MHCRIME000232,Fraud,21.820842,75.535541,2023-01-14,07:34,Medium,D17
MHCRIME000233,Harassment,20.078472,73.222455,2025-06-16,10:08,Medium,D20
MHCRIME000234,Cyber Crime,19.316374,79.619914,2025-03-05,19:02,Medium,D21
MHCRIME000235,Vehicle Theft,15.836544,73.863296,2023-12-19,13:54,Very High,D21
MHCRIME000236,Assault,20.255023,77.897631,2023-12-23,08:18,Low,D26
MHCRIME000237,Assault,15.770418,79.619446,2025-10-03,22:04,Low,D15
MHCRIME000238,Vehicle Theft,18.816402,79.934117,2023-09-10,20:37,Low,D22
MHCRIME000239,Harassment,21.749957,77.634794,2023-12-21,15:29,Very High,D36
MHCRIME000240,Burglary,21.035442,75.117814,2022-04-30,17:00,High,D01
MHCRIME000241,Murder,18.630347,75.53749,2025-01-05,15:09,Medium,D06
MHCRIME000242,Assault,17.86345,77.360483,2022-01-15,04:51,Low,D19
MHCRIME000243,Burglary,20.215817,77.297686,2024-04-20,11:20,Low,D24
MHCRIME000244,Fraud,15.642594,77.003945,2023-07-03,23:25,High,D03
MHCRIME000245,Murder,19.26824,77.852132,2023-08-14,03:19,Low,D16
MHCRIME000246,Fraud,17.419099,76.190607,2024-07-23,17:34,High,D13
MHCRIME000247,Robbery,21.278842,79.266727,2022-07-20,15:55,High,D08
MHCRIME000248,Harassment,16.422424,75.745556,2023-05-30,20:03,High,D05
MHCRIME000249,Cyber Crime,16.34694,78.418444,2022-10-20,05:12,Low,D34
MHCRIME000250,Assault,15.748407,73.092764,2023-06-20,04:52,Low,D34
MHCRIME000251,Cyber Crime,20.274954,80.466262,2023-04-24,04:42,High,D11
MHCRIME000252,Vehicle Theft,17.205573,78.918414,2022-11-01,03:17,High,D07
MHCRIME000253,Kidnapping,20.081767,78.004322,2024-03-19,01:06,Medium,D19
MHCRIME000254,Harassment,20.821003,75.86821,2023-12-11,16:51,Very High,D14
MHCRIME000255,Burglary,19.69819,73.727285,2023-08-23,08:06,Medium,D06
MHCRIME000256,Robbery,17.603467,73.176334,2022-11-29,13:38,Medium,D28
MHCRIME000257,Cyber Crime,18.439663,76.563753,2022-01-30,22:01,Low,D32
MHCRIME000258,Cyber Crime,17.081553,72.834247,2023-01-06,23:00,Medium,D11
MHCRIME000259,Robbery,21.409236,73.462583,2023-04-19,16:26,Very High,D35
MHCRIME000260,Vehicle Theft,21.728345,77.490925,2023-04-16,20:12,Very High,D31
MHCRIME000261,Murder,17.488693,72.944735,2025-04-20,14:13,Medium,D10
MHCRIME000262,Robbery,19.734519,73.983919,2023-08-12,03:43,High,D21
MHCRIME000263,Kidnapping,20.926444,74.255382,2024-06-23,10:19,Low,D06
MHCRIME000264,Vehicle Theft,18.201958,73.95409,2023-12-01,10:18,Low,D12
MHCRIME000265,Fraud,21.358324,75.010342,2025-01-23,02:20,Very High,D21
MHCRIME000266,Burglary,17.292249,73.337019,2023-08-29,00:21,Medium,D18
MHCRIME000267,Robbery,20.332595,74.358733,2023-11-12,13:37,Low,D25
MHCRIME000268,Cyber Crime,17.673685,74.869579,2023-03-04,19:15,Very High,D19
MHCRIME000269,Burglary,17.766073,78.308565,2024-05-26,08:18,Very High,D23
MHCRIME000270,Cyber Crime,19.276475,80.80822,2025-09-08,04:14,Medium,D05
MHCRIME000271,Theft,19.635891,80.336768,2024-03-08,21:10,Very High,D18
MHCRIME000272,Robbery,21.414022,78.421899,2024-03-03,03:25,High,D33
MHCRIME000273,Cyber Crime,21.660633,77.283183,2023-04-05,07:13,High,D09
MHCRIME000274,Harassment,20.582365,77.479018,2022-10-08,05:09,Very High,D17
MHCRIME000275,Burglary,17.945,72.868749,2024-07-25,11:05,Very High,D08
MHCRIME000276,Cyber Crime,17.581771,75.602631,2023-04-20,01:35,Very High,D29
MHCRIME000277,Murder,21.674996,80.216293,2022-07-19,13:19,Low,D32
MHCRIME000278,Fraud,20.231711,73.008265,2025-10-10,10:36,Medium,D02
MHCRIME000279,Assault,20.859428,73.480471,2024-11-14,05:41,High,D18
MHCRIME000280,Murder,17.930795,75.755869,2023-09-06,18:23,Very High,D24
MHCRIME000281,Robbery,18.190279,77.019292,2025-04-09,16:05,Very High,D01
MHCRIME000282,Cyber Crime,21.864825,76.845167,2024-04-13,17:10,Medium,D36
MHCRIME000283,Vehicle Theft,21.932895,77.355161,2025-03-19,09:55,Medium,D30
MHCRIME000284,Burglary,16.049221,78.485477,2025-05-15,15:39,Low,D12
MHCRIME000285,Assault,21.508756,74.640892,2025-07-13,02:32,Medium,D08
MHCRIME000286,Fraud,20.844219,80.628764,2022-04-20,20:01,Very High,D36
MHCRIME000287,Vehicle Theft,21.79394,74.260408,2022-05-24,20:03,Medium,D16
MHCRIME000288,Harassment,16.239145,79.14288,2025-08-09,03:36,Medium,D15
MHCRIME000289,Fraud,21.214664,79.476559,2023-03-24,11:51,Very High,D03
MHCRIME000290,Assault,16.313995,73.686831,2025-03-03,04:06,High,D30
MHCRIME000291,Vehicle Theft,16.746346,78.911367,2022-04-18,14:37,Medium,D23
MHCRIME000292,Burglary,21.106355,75.304851,2024-03-27,23:31,Very High,D22
MHCRIME000293,Harassment,19.921294,73.567941,2022-07-11,08:20,High,D34
MHCRIME000294,Fraud,20.118328,78.324025,2025-09-21,07:02,Very High,D35
MHCRIME000295,Cyber Crime,21.260681,77.982258,2025-01-27,18:46,Low,D30
MHCRIME000296,Murder,16.228872,73.296798,2024-03-01,11:21,Low,D20
MHCRIME000297,Robbery,21.964747,80.482744,2025-02-22,04:28,Very High,D06
MHCRIME000298,Burglary,16.757403,74.951588,2022-12-19,08:57,Medium,D25
MHCRIME000299,Harassment,18.624212,77.597412,2024-04-15,15:33,Very High,D13
MHCRIME000300,Kidnapping,17.591591,74.958469,2023-04-20,08:15,Low,D05
MHCRIME000301,Kidnapping,19.860268,73.081002,2022-10-15,01:27,Low,D18
MHCRIME000302,Kidnapping,20.531352,73.467073,2024-01-09,03:36,Low,D23
MHCRIME000303,Theft,18.950596,72.919416,2024-08-17,20:57,Very High,D14
MHCRIME000304,Assault,17.924864,75.337988,2025-04-18,18:19,Low,D32
MHCRIME000305,Harassment,19.322209,74.555574,2022-08-06,05:09,High,D13
MHCRIME000306,Cyber Crime,17.500084,73.153062,2022-08-29,04:55,Very High,D19
MHCRIME000307,Harassment,21.473558,79.70937,2022-10-31,19:50,Medium,D14
MHCRIME000308,Murder,20.265849,77.336331,2024-09-02,16:24,Very High,D23
MHCRIME000309,Robbery,16.453066,75.943564,2025-02-21,16:35,Low,D33
MHCRIME000310,Cyber Crime,15.668969,80.578838,2025-07-28,21:51,Very High,D02
MHCRIME000311,Theft,17.183406,78.610916,2024-06-27,03:46,Medium,D15
MHCRIME000312,Kidnapping,20.556372,72.91667,2025-02-18,01:35,Medium,D06
MHCRIME000313,Fraud,20.022973,76.879981,2024-07-03,07:57,Very High,D25
MHCRIME000314,Harassment,20.970617,79.869544,2023-08-20,11:33,Very High,D23
MHCRIME000315,Harassment,18.781666,76.248575,2025-11-03,19:43,High,D15
MHCRIME000316,Fraud,19.052635,76.902501,2022-07-08,05:03,Low,D06
MHCRIME000317,Fraud,17.275539,79.377154,2023-11-02,07:40,Very High,D08
MHCRIME000318,Murder,21.558957,73.229957,2025-10-06,14:24,Medium,D20
MHCRIME000319,Murder,21.820155,74.978528,2024-10-04,11:01,Medium,D25
MHCRIME000320,Harassment,17.510529,80.572356,2024-03-27,16:33,Very High,D27
MHCRIME000321,Theft,17.767341,75.236211,2024-07-02,22:04,Medium,D14
MHCRIME000322,Kidnapping,18.526469,75.225577,2022-04-29,10:54,Very High,D22
MHCRIME000323,Robbery,20.065125,80.482876,2022-06-04,05:48,High,D27
MHCRIME000324,Theft,20.196612,78.280828,2022-02-28,03:13,High,D28
MHCRIME000325,Burglary,21.552185,72.656297,2023-12-11,10:53,Medium,D10
MHCRIME000326,Assault,16.691508,74.721369,2022-09-27,14:15,Medium,D15
MHCRIME000327,Kidnapping,20.984222,76.202856,2024-04-30,12:49,Medium,D10
MHCRIME000328,Harassment,17.081251,75.733557,2022-12-10,20:26,Low,D09
MHCRIME000329,Vehicle Theft,17.581238,72.629258,2023-01-22,00:27,High,D17
MHCRIME000330,Assault,15.835138,74.586053,2025-07-22,02:02,Medium,D31
MHCRIME000331,Kidnapping,21.004361,78.390553,2022-08-20,04:33,Very High,D29
